customer_id,signup_date,reference_date,tenure_months,contract_type,plan_type,monthly_charge,auto_pay,has_discount,num_logins_30d,total_usage_30d_min,avg_session_length_min,days_since_last_login,recent_activity_flag,support_tickets_90d,failed_payments_90d,churn_prob,churn,churn_reason
7876,2023-08-05,2025-11-15,27,Monthly,Standard,505,0,0,6,118,19.7,12,0,0,0,0.155,0,
7877,2024-02-22,2025-11-15,21,Monthly,Premium,1045,1,0,10,394,39.4,23,0,0,0,0.177,1,poor_support
7878,2022-10-23,2025-11-15,37,Monthly,Standard,529,1,0,7,295,42.1,5,0,0,0,0.143,1,lack_of_value
7879,2024-02-10,2025-11-15,21,Monthly,Basic,333,1,0,4,21,5.2,10,0,0,0,0.133,0,
7880,2021-02-05,2025-11-15,58,Monthly,Standard,715,1,0,10,335,33.5,20,0,1,0,0.127,0,
7881,2021-02-22,2025-11-15,57,Monthly,Basic,304,1,0,17,375,22.1,2,0,0,0,0.202,0,
7882,2023-02-28,2025-11-15,33,Quarterly,Standard,503,1,0,9,257,28.6,19,0,0,0,0.028,0,
7883,2023-08-16,2025-11-15,27,Monthly,Premium,1130,0,0,9,235,26.1,2,0,0,0,0.239,1,other
7884,2025-04-24,2025-11-15,6,Quarterly,Standard,533,1,0,9,356,39.6,7,0,1,0,0.036,0,
7885,2021-05-26,2025-11-15,54,Monthly,Basic,268,1,0,6,74,12.3,18,0,1,0,0.115,0,
7886,2024-12-26,2025-11-15,10,Monthly,Basic,389,1,0,15,488,32.5,17,0,1,1,0.392,0,
7887,2021-12-04,2025-11-15,48,Monthly,Basic,395,1,0,7,105,15.0,7,0,1,0,0.208,0,
7888,2022-11-05,2025-11-15,36,Monthly,Basic,287,1,1,7,268,38.3,13,0,2,0,0.01,0,
7889,2022-06-16,2025-11-15,41,Quarterly,Basic,314,1,0,6,239,39.8,16,0,1,1,0.422,0,
7890,2022-11-16,2025-11-15,36,Quarterly,Standard,537,1,0,12,162,13.5,4,0,0,0,0.088,0,
7891,2021-08-17,2025-11-15,51,Monthly,Standard,464,1,0,9,172,19.1,11,0,0,0,0.105,0,
7892,2023-05-24,2025-11-15,30,Quarterly,Standard,743,1,0,9,236,26.2,10,0,0,0,0.053,0,
7893,2024-11-17,2025-11-15,12,Annual,Basic,115,1,0,6,45,7.5,9,0,0,0,0.01,0,
7894,2023-01-30,2025-11-15,34,Quarterly,Basic,154,1,1,4,100,25.0,10,0,0,1,0.229,0,
7895,2023-04-30,2025-11-15,31,Monthly,Basic,443,0,0,6,173,28.8,22,0,0,0,0.261,0,
7896,2025-02-12,2025-11-15,9,Quarterly,Basic,301,1,0,8,331,41.4,27,0,0,0,0.01,0,
7897,2024-05-27,2025-11-15,17,Monthly,Basic,210,0,0,5,98,19.6,11,0,0,0,0.19,0,
7898,2023-04-30,2025-11-15,31,Annual,Basic,354,1,0,5,73,14.6,18,0,0,0,0.034,0,
7899,2022-03-01,2025-11-15,45,Monthly,Standard,661,1,0,3,78,26.0,15,0,1,0,0.136,1,other
7900,2025-04-18,2025-11-15,7,Monthly,Premium,1094,1,1,15,565,37.7,16,0,0,0,0.138,0,
7901,2023-10-05,2025-11-15,25,Monthly,Standard,558,1,0,4,110,27.5,20,0,0,0,0.085,0,
7902,2021-12-24,2025-11-15,47,Monthly,Standard,670,0,0,5,197,39.4,6,0,0,1,0.627,1,lack_of_value
7903,2022-03-22,2025-11-15,44,Annual,Basic,235,1,0,7,85,12.1,11,0,1,0,0.135,0,
7904,2024-11-20,2025-11-15,12,Monthly,Premium,1222,1,0,15,597,39.8,23,0,2,1,0.451,0,
7905,2021-02-04,2025-11-15,58,Monthly,Basic,413,1,0,7,191,27.3,0,0,0,0,0.177,0,
7906,2025-10-31,2025-11-15,0,Annual,Basic,109,1,0,11,179,16.3,5,0,0,0,0.276,1,price
7907,2021-07-11,2025-11-15,52,Monthly,Basic,273,1,0,7,60,8.6,4,0,0,0,0.157,0,
7908,2024-11-07,2025-11-15,12,Monthly,Basic,320,1,0,10,80,8.0,26,0,0,0,0.038,0,
7909,2022-11-06,2025-11-15,36,Monthly,Standard,457,1,1,3,95,31.7,18,0,1,0,0.11,0,
7910,2023-05-03,2025-11-15,30,Monthly,Premium,1158,1,0,11,472,42.9,24,0,0,0,0.255,0,
7911,2025-04-11,2025-11-15,7,Monthly,Standard,683,0,0,12,407,33.9,23,0,1,0,0.262,0,
7912,2022-12-09,2025-11-15,35,Monthly,Basic,244,0,1,7,241,34.4,20,0,0,0,0.121,0,
7913,2023-07-24,2025-11-15,28,Quarterly,Standard,482,0,0,6,77,12.8,4,0,0,0,0.139,0,
7914,2021-02-13,2025-11-15,57,Annual,Standard,690,0,1,8,140,17.5,9,0,0,0,0.238,0,
7915,2020-11-20,2025-11-15,60,Monthly,Standard,635,0,0,8,295,36.9,3,0,0,0,0.228,0,
7916,2022-02-05,2025-11-15,45,Monthly,Standard,595,1,0,12,300,25.0,28,0,0,0,0.184,1,payment_issues
7917,2024-04-11,2025-11-15,19,Monthly,Standard,593,1,1,5,29,5.8,4,0,0,0,0.01,0,
7918,2021-06-25,2025-11-15,53,Quarterly,Standard,682,1,0,4,62,15.5,16,0,1,0,0.1,0,
7919,2021-06-11,2025-11-15,53,Monthly,Standard,623,1,0,11,442,40.2,23,0,1,0,0.12,1,price
7920,2022-12-06,2025-11-15,35,Annual,Basic,351,1,0,17,641,37.7,7,0,0,0,0.084,0,
7921,2024-02-11,2025-11-15,21,Monthly,Basic,245,1,1,5,62,12.4,0,0,0,0,0.035,0,
7922,2024-06-07,2025-11-15,17,Annual,Standard,447,1,0,7,103,14.7,14,0,1,0,0.01,0,
7923,2021-10-07,2025-11-15,50,Monthly,Premium,1249,1,1,14,598,42.7,3,0,0,0,0.143,1,found_alternative
7924,2021-04-10,2025-11-15,56,Quarterly,Standard,688,1,0,5,105,21.0,24,0,0,0,0.02,0,
7925,2025-07-29,2025-11-15,3,Monthly,Premium,1183,1,0,16,169,10.6,14,0,1,1,0.455,1,lack_of_value
7926,2022-03-06,2025-11-15,45,Quarterly,Basic,371,1,0,11,275,25.0,3,0,0,0,0.18,0,
7927,2025-02-20,2025-11-15,8,Monthly,Standard,574,1,1,7,167,23.9,7,0,1,0,0.068,0,
7928,2025-03-10,2025-11-15,8,Monthly,Basic,293,1,0,5,219,43.8,23,0,2,0,0.114,0,
7929,2024-09-25,2025-11-15,13,Monthly,Premium,1340,1,0,10,308,30.8,18,0,0,1,0.506,0,
7930,2021-09-20,2025-11-15,50,Annual,Basic,277,1,1,8,185,23.1,6,0,1,0,0.036,0,
7931,2024-12-24,2025-11-15,10,Quarterly,Standard,572,1,1,4,79,19.8,19,0,0,0,0.029,0,
7932,2024-09-19,2025-11-15,14,Monthly,Basic,151,1,0,9,266,29.6,27,0,1,0,0.047,0,
7933,2023-11-10,2025-11-15,24,Monthly,Standard,655,1,0,10,263,26.3,25,0,0,0,0.106,0,
7934,2022-07-24,2025-11-15,40,Monthly,Premium,1144,1,0,14,444,31.7,9,0,0,0,0.113,0,
7935,2022-03-10,2025-11-15,44,Quarterly,Basic,311,1,0,7,188,26.9,9,0,0,0,0.062,0,
7936,2021-06-26,2025-11-15,53,Quarterly,Standard,575,1,0,12,496,41.3,5,0,2,0,0.161,1,lack_of_value
7937,2023-06-04,2025-11-15,29,Quarterly,Premium,1165,0,0,14,72,5.1,20,0,1,0,0.149,0,
7938,2023-10-20,2025-11-15,25,Monthly,Basic,291,1,0,12,328,27.3,8,0,0,0,0.11,0,
7939,2022-09-02,2025-11-15,39,Annual,Standard,597,1,0,7,257,36.7,1,0,0,0,0.059,0,
7940,2023-04-02,2025-11-15,31,Annual,Basic,394,1,0,4,34,8.5,24,0,1,0,0.07,0,
7941,2022-09-10,2025-11-15,38,Quarterly,Basic,421,0,0,9,78,8.7,11,0,0,0,0.271,0,
7942,2024-01-29,2025-11-15,21,Monthly,Standard,652,0,1,10,87,8.7,11,0,0,0,0.111,0,
7943,2025-05-18,2025-11-15,6,Quarterly,Standard,701,1,0,8,341,42.6,6,0,0,0,0.061,0,
7944,2021-09-11,2025-11-15,50,Monthly,Basic,368,1,0,9,349,38.8,10,0,0,1,0.403,1,other
7945,2022-10-13,2025-11-15,37,Monthly,Basic,339,1,0,8,74,9.2,22,0,0,0,0.201,0,
7946,2021-07-31,2025-11-15,52,Monthly,Premium,1316,1,0,12,372,31.0,17,0,0,0,0.186,1,price
7947,2023-12-31,2025-11-15,22,Monthly,Standard,496,1,0,9,254,28.2,29,0,0,0,0.148,0,
7948,2024-07-08,2025-11-15,16,Monthly,Basic,246,1,0,9,93,10.3,19,0,1,0,0.149,1,price
7949,2025-07-13,2025-11-15,4,Monthly,Standard,535,1,0,10,260,26.0,27,0,1,0,0.059,0,
7950,2022-04-08,2025-11-15,43,Monthly,Basic,276,1,0,8,52,6.5,27,0,1,0,0.106,0,
7951,2025-08-16,2025-11-15,3,Quarterly,Basic,354,1,1,7,36,5.1,28,0,0,0,0.01,0,
7952,2021-03-11,2025-11-15,57,Monthly,Standard,511,1,1,8,132,16.5,12,0,0,0,0.062,0,
7953,2023-11-21,2025-11-15,24,Monthly,Standard,640,1,0,14,584,41.7,14,0,0,0,0.182,1,found_alternative
7954,2021-02-28,2025-11-15,57,Monthly,Basic,254,1,0,7,191,27.3,17,0,0,0,0.165,0,
7955,2025-05-05,2025-11-15,6,Annual,Standard,573,1,1,10,62,6.2,16,0,0,0,0.023,0,
7956,2023-07-10,2025-11-15,28,Quarterly,Basic,316,1,0,13,83,6.4,25,0,0,1,0.362,1,lack_of_value
7957,2024-03-21,2025-11-15,20,Monthly,Standard,734,1,1,12,117,9.8,11,0,0,1,0.397,0,
7958,2025-01-11,2025-11-15,10,Annual,Basic,244,1,0,6,95,15.8,8,0,0,0,0.108,0,
7959,2021-08-17,2025-11-15,51,Monthly,Standard,594,1,1,10,111,11.1,0,0,1,0,0.143,0,
7960,2021-01-25,2025-11-15,58,Annual,Basic,214,1,0,9,125,13.9,12,0,0,0,0.082,0,
7961,2025-04-07,2025-11-15,7,Monthly,Standard,543,1,0,6,67,11.2,8,0,0,0,0.022,0,
7962,2022-06-13,2025-11-15,41,Monthly,Standard,514,1,0,9,324,36.0,22,0,0,0,0.109,0,
7963,2021-07-09,2025-11-15,53,Monthly,Basic,319,1,0,5,105,21.0,26,0,1,1,0.483,0,
7964,2023-03-20,2025-11-15,32,Monthly,Basic,334,0,0,6,191,31.8,7,0,0,0,0.209,0,
7965,2023-11-12,2025-11-15,24,Monthly,Standard,654,0,0,8,138,17.2,17,0,0,0,0.194,0,
7966,2021-01-11,2025-11-15,58,Quarterly,Basic,240,0,0,7,161,23.0,14,0,0,0,0.202,0,
7967,2022-04-01,2025-11-15,44,Quarterly,Standard,640,1,0,5,146,29.2,21,0,0,0,0.01,0,
7968,2021-01-14,2025-11-15,58,Monthly,Standard,609,1,0,6,46,7.7,4,0,0,0,0.163,0,
7969,2022-12-23,2025-11-15,35,Monthly,Standard,596,1,0,9,135,15.0,2,0,0,0,0.053,0,
7970,2025-05-07,2025-11-15,6,Monthly,Premium,1101,1,0,10,435,43.5,24,0,0,0,0.063,0,
7971,2025-10-14,2025-11-15,1,Monthly,Standard,612,1,1,7,274,39.1,23,0,0,0,0.297,0,
7972,2024-01-22,2025-11-15,22,Quarterly,Standard,614,1,0,7,294,42.0,7,0,0,1,0.322,0,
7973,2021-09-06,2025-11-15,51,Monthly,Standard,608,0,0,12,79,6.6,21,0,1,0,0.186,0,
7974,2025-05-27,2025-11-15,5,Quarterly,Premium,1232,0,0,12,330,27.5,25,0,0,0,0.233,0,
7975,2023-06-16,2025-11-15,29,Monthly,Basic,355,0,0,8,128,16.0,15,0,2,0,0.171,0,
7976,2021-08-23,2025-11-15,51,Monthly,Standard,513,1,0,5,193,38.6,19,0,0,0,0.175,0,
7977,2025-06-25,2025-11-15,4,Monthly,Premium,1183,1,0,11,317,28.8,19,0,0,0,0.01,0,
7978,2024-08-29,2025-11-15,14,Monthly,Basic,341,0,0,6,75,12.5,17,0,0,0,0.193,0,
7979,2024-07-13,2025-11-15,16,Monthly,Basic,279,0,0,7,54,7.7,18,0,1,1,0.559,0,
7980,2024-06-02,2025-11-15,17,Quarterly,Premium,1276,0,0,8,264,33.0,15,0,1,0,0.211,0,
7981,2021-11-16,2025-11-15,48,Monthly,Standard,607,1,0,9,379,42.1,24,0,0,0,0.204,0,
7982,2021-12-06,2025-11-15,48,Monthly,Basic,144,0,0,12,213,17.8,13,0,0,0,0.304,1,found_alternative
7983,2024-04-25,2025-11-15,18,Quarterly,Standard,667,0,0,6,133,22.2,4,0,0,0,0.18,1,lack_of_value
7984,2021-12-21,2025-11-15,47,Monthly,Basic,291,1,0,4,137,34.2,17,0,0,0,0.156,0,
7985,2023-01-25,2025-11-15,34,Quarterly,Basic,159,1,0,12,343,28.6,0,0,1,1,0.397,1,lack_of_value
7986,2024-10-13,2025-11-15,13,Monthly,Standard,580,1,0,6,178,29.7,12,0,0,0,0.108,0,
7987,2024-10-16,2025-11-15,13,Monthly,Standard,499,1,0,8,124,15.5,24,0,0,0,0.04,0,
7988,2023-02-21,2025-11-15,33,Annual,Standard,660,1,0,6,55,9.2,26,0,1,0,0.091,0,
7989,2024-10-31,2025-11-15,12,Quarterly,Standard,598,1,1,5,119,23.8,9,0,0,0,0.048,0,
7990,2025-01-24,2025-11-15,9,Monthly,Standard,527,1,0,6,162,27.0,9,0,0,0,0.118,0,
7991,2024-02-23,2025-11-15,21,Monthly,Basic,364,1,0,7,250,35.7,2,0,0,0,0.04,0,
7992,2022-01-06,2025-11-15,46,Annual,Standard,636,1,1,13,106,8.2,3,0,1,0,0.128,0,
7993,2022-03-31,2025-11-15,44,Monthly,Basic,282,0,0,11,138,12.5,10,0,1,0,0.254,0,
7994,2022-06-13,2025-11-15,41,Monthly,Basic,201,1,0,7,98,14.0,25,0,0,0,0.172,0,
7995,2021-06-17,2025-11-15,53,Quarterly,Premium,1133,0,0,19,509,26.8,8,0,0,1,0.59,1,poor_support
7996,2022-03-29,2025-11-15,44,Quarterly,Basic,232,1,1,10,215,21.5,15,0,2,0,0.064,0,
7997,2021-12-03,2025-11-15,48,Quarterly,Standard,659,1,0,9,299,33.2,17,0,3,0,0.254,0,
7998,2023-02-24,2025-11-15,33,Quarterly,Basic,166,1,1,8,315,39.4,0,0,0,0,0.01,0,
7999,2025-05-31,2025-11-15,5,Quarterly,Basic,297,1,0,10,298,29.8,26,0,1,1,0.452,1,payment_issues
8000,2021-05-25,2025-11-15,54,Quarterly,Basic,280,1,0,8,318,39.8,23,0,0,0,0.136,0,
8001,2024-06-22,2025-11-15,17,Quarterly,Standard,682,1,0,6,187,31.2,29,0,1,0,0.059,0,
8002,2024-04-23,2025-11-15,19,Monthly,Basic,318,1,0,8,228,28.5,29,0,2,1,0.398,1,lack_of_value
8003,2021-05-09,2025-11-15,55,Monthly,Standard,642,1,0,8,212,26.5,8,0,0,0,0.2,0,
8004,2025-06-26,2025-11-15,4,Quarterly,Standard,558,1,0,10,250,25.0,8,0,0,0,0.016,0,
8005,2023-09-19,2025-11-15,26,Annual,Basic,202,1,0,2,23,11.5,15,0,1,0,0.133,0,
8006,2022-09-10,2025-11-15,38,Monthly,Standard,574,0,0,8,197,24.6,10,0,0,0,0.191,0,
8007,2024-08-27,2025-11-15,14,Monthly,Standard,662,1,1,13,469,36.1,24,0,0,0,0.051,0,
8008,2022-02-28,2025-11-15,45,Annual,Premium,1261,1,1,16,429,26.8,1,0,0,0,0.141,0,
8009,2024-05-04,2025-11-15,18,Monthly,Basic,266,1,0,8,176,22.0,23,0,1,0,0.128,0,
8010,2021-01-27,2025-11-15,58,Monthly,Basic,232,1,0,10,425,42.5,26,0,1,0,0.194,1,found_alternative
8011,2025-01-25,2025-11-15,9,Quarterly,Basic,216,1,0,6,34,5.7,11,0,0,0,0.099,0,
8012,2023-02-11,2025-11-15,33,Annual,Standard,590,0,1,13,130,10.0,24,0,0,0,0.095,0,
8013,2024-01-21,2025-11-15,22,Quarterly,Standard,610,1,0,5,204,40.8,4,0,0,0,0.037,0,
8014,2021-12-24,2025-11-15,47,Quarterly,Premium,1317,0,0,7,68,9.7,12,0,2,0,0.244,1,other
8015,2024-04-04,2025-11-15,19,Monthly,Premium,1209,1,0,13,354,27.2,12,0,2,0,0.205,0,
8016,2024-09-25,2025-11-15,13,Annual,Basic,349,0,0,4,167,41.8,21,0,1,0,0.188,1,payment_issues
8017,2023-03-29,2025-11-15,32,Monthly,Standard,538,1,1,6,194,32.3,29,0,0,0,0.206,0,
8018,2023-12-18,2025-11-15,23,Annual,Standard,603,1,0,7,158,22.6,3,0,0,0,0.015,0,
8019,2023-02-26,2025-11-15,33,Monthly,Premium,1211,1,1,16,131,8.2,26,0,1,0,0.158,0,
8020,2025-05-05,2025-11-15,6,Monthly,Basic,289,1,0,3,39,13.0,22,0,0,1,0.384,1,payment_issues
8021,2023-05-13,2025-11-15,30,Monthly,Standard,599,1,1,9,298,33.1,13,0,1,0,0.04,0,
8022,2025-01-30,2025-11-15,9,Monthly,Premium,1210,1,0,15,490,32.7,20,0,0,0,0.055,0,
8023,2024-11-17,2025-11-15,12,Quarterly,Basic,338,1,1,6,170,28.3,7,0,0,0,0.012,0,
8024,2022-12-05,2025-11-15,35,Annual,Standard,693,0,1,8,207,25.9,23,0,0,0,0.235,0,
8025,2022-01-09,2025-11-15,46,Quarterly,Premium,1019,1,0,12,199,16.6,8,0,0,0,0.125,0,
8026,2022-11-27,2025-11-15,36,Annual,Standard,689,1,0,2,61,30.5,14,0,0,0,0.099,0,
8027,2025-01-01,2025-11-15,10,Monthly,Basic,164,1,1,16,686,42.9,6,0,0,1,0.24,0,
8028,2022-01-05,2025-11-15,47,Quarterly,Basic,324,1,0,6,187,31.2,5,0,1,0,0.104,0,
8029,2023-07-01,2025-11-15,28,Quarterly,Basic,488,1,0,11,443,40.3,16,0,0,0,0.036,0,
8030,2024-11-26,2025-11-15,11,Quarterly,Premium,1197,1,1,13,437,33.6,8,0,0,0,0.054,0,
8031,2022-08-23,2025-11-15,39,Monthly,Premium,1214,1,0,7,245,35.0,1,0,1,0,0.159,0,
8032,2024-02-01,2025-11-15,21,Quarterly,Standard,576,1,1,7,71,10.1,15,0,3,0,0.213,0,
8033,2022-02-07,2025-11-15,45,Quarterly,Standard,653,1,0,8,71,8.9,14,0,0,0,0.09,0,
8034,2021-06-03,2025-11-15,54,Monthly,Basic,328,1,0,8,141,17.6,20,0,0,0,0.196,0,
8035,2024-11-04,2025-11-15,12,Quarterly,Standard,546,0,0,9,180,20.0,10,0,2,1,0.511,0,
8036,2021-05-15,2025-11-15,54,Annual,Basic,291,1,0,10,305,30.5,2,0,1,0,0.038,0,
8037,2022-03-26,2025-11-15,44,Monthly,Standard,511,1,0,6,125,20.8,22,0,0,0,0.164,0,
8038,2025-02-23,2025-11-15,8,Quarterly,Standard,591,0,0,8,141,17.6,15,0,1,0,0.184,1,payment_issues
8039,2022-08-10,2025-11-15,39,Quarterly,Standard,567,1,0,7,313,44.7,1,0,2,0,0.074,0,
8040,2025-09-26,2025-11-15,1,Quarterly,Premium,1210,1,1,13,373,28.7,0,0,0,1,0.623,1,payment_issues
8041,2025-10-09,2025-11-15,1,Monthly,Basic,244,1,0,8,60,7.5,9,0,2,0,0.329,0,
8042,2022-03-20,2025-11-15,44,Annual,Standard,583,1,0,9,52,5.8,8,0,0,0,0.082,0,
8043,2021-01-29,2025-11-15,58,Monthly,Standard,600,1,0,6,206,34.3,29,0,0,0,0.022,0,
8044,2024-05-25,2025-11-15,17,Monthly,Standard,606,0,0,9,211,23.4,11,0,0,0,0.263,1,payment_issues
8045,2023-02-17,2025-11-15,33,Quarterly,Standard,621,1,1,2,81,40.5,28,0,0,0,0.01,0,
8046,2021-05-18,2025-11-15,54,Quarterly,Basic,287,1,0,10,347,34.7,25,0,0,0,0.173,0,
8047,2024-05-30,2025-11-15,17,Quarterly,Basic,238,1,0,9,330,36.7,5,0,0,0,0.101,0,
8048,2021-01-11,2025-11-15,58,Monthly,Basic,306,0,0,13,176,13.5,0,0,0,0,0.237,0,
8049,2025-03-23,2025-11-15,7,Monthly,Basic,286,0,1,8,150,18.8,20,0,0,0,0.211,0,
8050,2021-07-27,2025-11-15,52,Annual,Standard,681,0,0,9,289,32.1,19,0,0,0,0.175,0,
8051,2021-07-06,2025-11-15,53,Monthly,Basic,392,1,0,13,503,38.7,28,0,1,0,0.154,0,
8052,2021-10-02,2025-11-15,50,Quarterly,Standard,491,0,0,9,336,37.3,10,0,0,0,0.272,1,lack_of_value
8053,2025-09-03,2025-11-15,2,Quarterly,Basic,349,1,0,5,92,18.4,2,0,0,0,0.01,0,
8054,2024-05-04,2025-11-15,18,Quarterly,Standard,665,0,1,12,344,28.7,29,0,0,0,0.057,0,
8055,2024-11-17,2025-11-15,12,Monthly,Standard,493,1,0,7,35,5.0,22,0,0,0,0.185,1,payment_issues
8056,2022-11-11,2025-11-15,36,Quarterly,Basic,346,0,0,9,380,42.2,16,0,1,0,0.175,0,
8057,2022-07-22,2025-11-15,40,Annual,Standard,671,0,0,3,48,16.0,10,0,1,0,0.224,0,
8058,2022-01-17,2025-11-15,46,Monthly,Standard,525,1,0,10,99,9.9,3,0,1,0,0.144,0,
8059,2023-04-12,2025-11-15,31,Monthly,Basic,282,1,0,5,180,36.0,6,0,1,1,0.356,1,price
8060,2023-08-20,2025-11-15,27,Monthly,Standard,614,1,0,6,200,33.3,12,0,1,0,0.115,0,
8061,2024-01-12,2025-11-15,22,Monthly,Basic,345,1,0,11,217,19.7,7,0,0,0,0.119,0,
8062,2022-02-28,2025-11-15,45,Annual,Basic,221,0,1,4,83,20.8,24,0,0,0,0.193,1,poor_support
8063,2025-08-13,2025-11-15,3,Annual,Standard,692,0,1,10,330,33.0,22,0,0,0,0.152,0,
8064,2021-09-21,2025-11-15,50,Annual,Basic,138,1,0,9,53,5.9,15,0,0,0,0.085,0,
8065,2025-09-13,2025-11-15,2,Monthly,Standard,705,1,0,9,387,43.0,21,0,0,1,0.324,0,
8066,2020-12-13,2025-11-15,59,Quarterly,Basic,344,0,0,9,379,42.1,8,0,0,0,0.219,1,price
8067,2023-04-13,2025-11-15,31,Monthly,Basic,251,1,0,6,125,20.8,20,0,0,0,0.131,0,
8068,2022-07-17,2025-11-15,40,Quarterly,Standard,669,1,0,8,278,34.8,14,0,0,0,0.07,0,
8069,2023-02-13,2025-11-15,33,Quarterly,Standard,517,1,0,4,110,27.5,16,0,0,0,0.092,0,
8070,2023-09-23,2025-11-15,26,Annual,Standard,609,1,0,7,231,33.0,7,0,2,0,0.059,0,
8071,2023-01-19,2025-11-15,34,Quarterly,Basic,319,1,0,6,247,41.2,1,0,0,0,0.041,0,
8072,2022-12-13,2025-11-15,35,Annual,Standard,618,1,1,7,155,22.1,23,0,0,0,0.01,0,
8073,2024-07-15,2025-11-15,16,Annual,Premium,1133,1,0,14,311,22.2,10,0,0,0,0.087,0,
8074,2024-04-20,2025-11-15,19,Annual,Standard,561,1,0,13,501,38.5,17,0,0,0,0.13,0,
8075,2025-01-14,2025-11-15,10,Monthly,Standard,610,0,0,11,65,5.9,17,0,0,0,0.202,0,
8076,2022-02-15,2025-11-15,45,Quarterly,Standard,542,1,0,10,152,15.2,16,0,0,0,0.054,0,
8077,2023-12-03,2025-11-15,23,Quarterly,Basic,321,1,0,8,84,10.5,12,0,0,0,0.01,0,
8078,2023-10-19,2025-11-15,25,Monthly,Basic,251,1,0,9,368,40.9,17,0,0,0,0.074,0,
8079,2022-09-21,2025-11-15,38,Monthly,Basic,380,1,0,4,110,27.5,28,0,1,0,0.228,0,
8080,2023-04-22,2025-11-15,31,Quarterly,Premium,1325,0,1,14,92,6.6,28,0,0,0,0.144,0,
8081,2022-06-11,2025-11-15,41,Monthly,Basic,277,1,0,9,195,21.7,25,0,0,0,0.194,0,
8082,2021-08-01,2025-11-15,52,Monthly,Standard,673,1,1,9,342,38.0,11,0,0,0,0.033,0,
8083,2021-12-11,2025-11-15,47,Quarterly,Basic,284,1,0,7,61,8.7,16,0,0,2,0.327,1,lack_of_value
8084,2021-05-27,2025-11-15,54,Annual,Standard,526,1,0,12,201,16.8,22,0,0,0,0.122,0,
8085,2024-04-15,2025-11-15,19,Quarterly,Basic,266,1,0,12,489,40.8,28,0,0,0,0.01,0,
8086,2024-03-05,2025-11-15,20,Monthly,Standard,606,1,0,6,45,7.5,29,0,0,0,0.067,0,
8087,2025-08-16,2025-11-15,3,Monthly,Basic,158,1,0,12,538,44.8,25,0,3,0,0.335,1,other
8088,2024-07-09,2025-11-15,16,Monthly,Premium,1250,0,1,12,208,17.3,24,0,0,0,0.163,0,
8089,2021-02-18,2025-11-15,57,Monthly,Standard,606,1,1,9,58,6.4,19,0,0,0,0.074,0,
8090,2025-04-17,2025-11-15,7,Monthly,Standard,680,1,0,6,67,11.2,5,0,1,0,0.146,0,
8091,2025-03-09,2025-11-15,8,Annual,Basic,348,1,1,5,153,30.6,7,0,2,0,0.012,0,
8092,2023-02-03,2025-11-15,33,Monthly,Basic,309,0,0,10,103,10.3,21,0,0,0,0.211,0,
8093,2023-10-21,2025-11-15,25,Monthly,Premium,1172,1,0,14,496,35.4,18,0,1,0,0.205,1,price
8094,2025-10-02,2025-11-15,1,Monthly,Basic,421,1,0,4,83,20.8,7,0,1,0,0.322,1,found_alternative
8095,2023-07-15,2025-11-15,28,Monthly,Basic,473,1,0,14,572,40.9,4,0,2,0,0.08,0,
8096,2025-05-26,2025-11-15,5,Monthly,Standard,573,1,0,6,48,8.0,16,0,1,0,0.186,0,
8097,2021-04-16,2025-11-15,55,Monthly,Basic,383,1,0,11,229,20.8,21,0,2,0,0.059,0,
8098,2021-10-30,2025-11-15,49,Annual,Basic,244,1,0,9,257,28.6,23,0,1,0,0.03,0,
8099,2023-01-29,2025-11-15,34,Monthly,Standard,553,1,0,7,271,38.7,21,0,0,0,0.065,0,
8100,2023-10-19,2025-11-15,25,Monthly,Basic,270,1,0,10,264,26.4,1,0,0,0,0.063,0,
8101,2024-12-14,2025-11-15,11,Monthly,Basic,354,1,0,13,455,35.0,10,0,0,1,0.402,1,other
8102,2025-10-24,2025-11-15,0,Monthly,Standard,515,1,0,8,240,30.0,27,0,1,0,0.328,1,price
8103,2022-10-26,2025-11-15,37,Monthly,Basic,423,0,0,3,49,16.3,14,0,1,0,0.284,1,other
8104,2021-02-10,2025-11-15,57,Monthly,Standard,675,1,0,11,232,21.1,15,0,0,0,0.189,0,
8105,2024-11-17,2025-11-15,12,Monthly,Basic,352,1,0,8,309,38.6,11,0,0,0,0.116,0,
8106,2023-11-23,2025-11-15,24,Quarterly,Standard,577,1,0,17,158,9.3,10,0,0,0,0.029,0,
8107,2021-11-13,2025-11-15,48,Monthly,Standard,666,1,0,6,262,43.7,13,0,3,0,0.398,0,
8108,2023-05-08,2025-11-15,30,Monthly,Standard,367,1,1,6,181,30.2,3,0,1,0,0.069,0,
8109,2024-08-01,2025-11-15,15,Monthly,Basic,335,1,0,10,218,21.8,15,0,1,0,0.036,0,
8110,2024-09-22,2025-11-15,13,Monthly,Basic,312,0,0,10,396,39.6,15,0,0,1,0.506,0,
8111,2023-05-16,2025-11-15,30,Monthly,Standard,450,1,0,8,222,27.8,24,0,0,0,0.231,0,
8112,2022-05-27,2025-11-15,42,Monthly,Basic,332,1,0,7,230,32.9,3,0,0,1,0.484,0,
8113,2025-09-28,2025-11-15,1,Monthly,Standard,647,1,1,6,54,9.0,25,0,1,0,0.299,0,
8114,2024-03-10,2025-11-15,20,Monthly,Premium,1052,1,0,12,457,38.1,13,0,0,0,0.222,0,
